ItemFullNumber,LotFullNumber,LotUrl,LotCategory,LotName*,LotDescription,Warranty,LotImage,LowEstimate,HighEstimate,StartingBid*,Increment,Cost,Replacement Price,ReservePrice,Consignor,ListingOnly,BestOffer,BuyNowAmount,NoBidding,SalesTax,HpTaxSchemaId,BpTaxSchemaId,NoTaxOutsideState,Featured?,Quantity,QuantityDigits,QuantityXMoney,BuyNowSelectQuantity,T&C,Changes,OnlyTaxBP,"Location (named, mutually exclusive with detailed location)",Location address,Location country,Location city,Location county,Location logo,Location state,location zip,BulkControl,BulkWinBidDistribution,BpSetting,BpRangeCalculation,SeoMetaTitle,SeoMetaKeywords,SeoMetaDescription,FbOgTitle,FbOgDescription,FbOgImageUrl,GeneralNote,NoteToClerk,PublishDate,StartBiddingDate,UnpublishDate,StartClosingDate,ConsignorCommissionId,ConsignorCommissionRanges,ConsignorCommissionCalculationMethod,ConsignorSoldFeeId,ConsignorSoldFeeRanges,ConsignorSoldFeeCalculationMethod,ConsignorSoldFeeReference,ConsignorUnsoldFeeId,ConsignorUnsoldFeeRanges,ConsignorUnsoldFeeCalculationMethod,ConsignorUnsoldFeeReference,Type,Primary Colour,Clarity,Primary Cut Shape,Diamond Carat,Purpose,Secondary Category,Secondary Colour,Secondary Diamond Carat,Diamond Carat Range,Gemstone Carat Range,Gold Carat,Metal,Pearl Size,Pearl Size Range,Origin,Model No,Certificate,Condition,Brand,Youtube,Other Bidding Methods,Condition Report,Additional Videos,Consignment Details,Australian & International Details
98826,353,,Diamond,1.20ct Diamond Eternity Ring 21ct Gold,Diamond eternity ring with 4 old cut Natural Diamonds totalling approximately 1.20ct (Estimated grading: G-H VS-SI). 21ct yellow gold. Ring size J3/4. Band width: 3.5mm - 4.2mm. Weight: 5.4g. (Pre-owned).,,https://www.solditonline.com.au/catalogue/images/2021/98826-1.20ct-diamond-eternity-ring-21ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/98826_1-1.20ct-diamond-eternity-ring-21ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/98826_2-1.20ct-diamond-eternity-ring-21ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/98826_3-1.20ct-diamond-eternity-ring-21ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/98826_4-1.20ct-diamond-eternity-ring-21ct-gold.jpg|https://www.solditonline.com.au/catalogue/images/2021/98826_5-1.20ct-diamond-eternity-ring-21ct-gold.jpg,1200,1800,450,,,,1200,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,Round,1.2,Eternity Ring,,,,1 - 1.49,,21,Yellow Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97009,354,,Accessories,Bottega Veneta The Pouch Shoulder Bag,"Bottega Veneta 'The Pouch' shoulder bag in white calfskin leather. Featuring ruched detailing, and concealed magnetic closure. This opens to a colour matching leather interior. Approximate dimensions: 36cm(Base-L) x 20cm(H) x 15cm(D), handle drop 13cm. Accompanied by BV dustbag. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/97009-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_1-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_2-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_20-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_3-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_4-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_5-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_6-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_7-bottega-veneta-the-pouch-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97009_8-bottega-veneta-the-pouch-shoulder-bag.jpg,1250,1500,450,,,,1250,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Bottega Veneta,,,"<strong>Exterior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Material:</strong> With light scratches, creases and colour darkened stains.</li></ul><p><ul><li><strong>Shape:</strong> Very good.</li></ul><p><ul><li><strong>Stitching:</strong> Very ggod.</li></ul><p><ul><li><strong>Closure:</strong> Magnetic closure works well.</li></ul><p><ul><li><strong>Base:</strong> With light colour darkened staining on base corners.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> Very good.</li></ul><p><strong>Handle/Strap:</strong> Very good, with creases on leather.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98776,355,,Emerald,5.02ct Zambian Emerald & Diamond Ring GSL,Emerald and Diamond ring with centre emerald cut Natural Zambian Emerald of approximately 5.02ct and  baguette & princess cut Natural Diamonds totalling approximately 0.60ct (Estimated grading: H VS). 18ct white gold. Ring size P. Band width: 2.2mm - 2.1mm. Weight: 5.3g. With GSL Gemstone Summary Report #AA71410/3. (Pre-owned).,,https://www.solditonline.com.au/catalogue/images/2021/98776-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_2-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_20-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_4-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_5-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_6-5.02ct-zambian-emerald---diamond-ring-gsl.jpg|https://www.solditonline.com.au/catalogue/images/2021/98776_7-5.02ct-zambian-emerald---diamond-ring-gsl.jpg,2000,3000,700,,,,2000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,Emerald,5.02,Dress Ring,Diamond,,,,5 - 9.99,18,White Gold,,,Africa,,GSL,Pre-owned, ,,,"<strong>Notes:</strong> Due to Emerald's growth conditions in nature and recovery methods, most emeralds (including this one) contain surface reaching features. For this reason, clarity enhancement is a common trade practice. Source: GIA",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
94248,356,,Tourmaline,Paraiba Tourmaline & Diamond Platinum Earrings,Tourmaline and Diamond earrings with pear shape Natural Paraiba Tourmaline totalling 0.29ct and round Natural Diamonds totalling 0.82ct (Estimated grading: H SI). Platinum - 900 with silicon backs. Weight: 3.8g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/94248-paraiba-tourmaline---diamond-platinum-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/94248_1-paraiba-tourmaline---diamond-platinum-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/94248_2-paraiba-tourmaline---diamond-platinum-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/94248_3-paraiba-tourmaline---diamond-platinum-earrings.jpg,2400,2800,850,,,,2400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Pear,0.29,,Diamond,,0.82,0.5 - 0.99,0 - 0.99,,Platinum,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
96191,357,,Watches Mid-size,Waltham 18ct Yellow Gold Watch 68.4g,"Waltham 18ct yellow gold quartz watch. Gold dial, approximate case diameter: 31mm, wrist size: 17.5cm, Swiss made. Ref# 92940.26. With Waltham 18ct yellow gold bracelet and clasp. With Certificate of Authenticity. 3 month FSA warranty. Weight: 68.4g (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/96191-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_1-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_20-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_4-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_5-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_6-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_7-waltham-18ct-yellow-gold-watch-68.4g.jpg|https://www.solditonline.com.au/catalogue/images/2021/96191_9-waltham-18ct-yellow-gold-watch-68.4g.jpg,11000,13000,3900,,,,11000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watch,,,,,,,,,,,18,Yellow Gold,,,,,Creative Watchmaker,Pre-owned,Waltham,https://www.youtube.com/watch?v=E-DVkUTrnzg,,"<strong>Type:</strong> Waltham Ref# 92940.26, 18ct yellow gold.<p><strong>Dial:</strong> Gold dial with Mineral glass.<p><strong>Case No:</strong> LO….. (the serial number is concealed for security reasons in the online copy of the certificate)<p><strong>Case Info:</strong> Approximately 31mm, 18ct yellow gold with pull push crown.<p><strong>Watch Movement:</strong> Battery operated, Quartz.<p><strong>Band:</strong> Waltham 18ct yellow gold mesh bracelet, 26 links with fold over clasp.<p><strong>Condition:</strong> This timepiece is presented in good condition with visible scratches throughout, noticeable on the case and clasp. A protective sticker is present on the case back, and the bracelet shows signs of wear. However, there are no major dents or damage, and the watch remains presentable overall.<p><strong><a href='https://www.firststateauctions.com/au/watch-condition-report'> (click here for more  information)</a></strong><p><strong>Box:</strong> No box provided.<p><strong>Warranty:</strong> FSA warranty of 3 month applies to this watch.<p><strong><a href='https://www.firststateauctions.com/au/swiss-watches-warranty'> (click here for more  information)</a></strong><p><strong>Notes:</strong> Timekeeping accuracy has been tested within 20 seconds per day and warranty cover is for within 20 seconds per day.
<P>
Buyers to assume the watch hasn't been service unless stated otherwise.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97738,358,,Diamond,Diamond Brooch/ Pendant,Diamond brooch/pendant with 6 round Natural Diamonds totalling 0.05ct. Platinum - 900. Length: 8.3cm. Weight: 12.6g. (pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97738-diamond-brooch--pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97738_1-diamond-brooch--pendant.jpg|https://www.solditonline.com.au/catalogue/images/2021/97738_2-diamond-brooch--pendant.jpg,800,1000,300,,,,800,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooch,,,Round,0.05,,,,,0 - 0.49,,,Platinum,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97798,359,,Accessories,Valentino Loco Small Shoulder Bag,"Valentino Loco small shoulder bag in brown textile with logo patten & black leather trims. Featuring dark silver-tone hardware, detachable & adjustable leather handle shoulder strap. Frontal flap with magnetic snap button and V logo plate opens to a black leather interior with a patch pocket. Approx. dimensions: 19.5cm(L) x 11cm(H) x 5cm(D), handle drop: 23cm, shoulder strap drop 60cm. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/97798-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_1-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_10-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_2-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_20-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_3-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_4-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_5-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_6-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_7-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_8-valentino-loco-small-shoulder-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/97798_9-valentino-loco-small-shoulder-bag.jpg,1100,1300,400,,,,1100,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Valentino,,,"<strong>Exterior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Material:</strong> Light fluff on textile fabric, and rubbings on leather trim.</li></ul><p><ul><li><strong>Shape:</strong> Very good.</li></ul><p><ul><li><strong>Stitching:</strong> Very good.</li></ul><p><ul><li><strong>Closure:</strong> Magnetic button closure works well, protective sticker on button hardware.</li></ul><p><ul><li><strong>Base:</strong> With light rubbing on base leather trim.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> Light cracks on interior top rim, and light rubbing marks on leather.</li></ul><p><ul><li><strong>Pockets:</strong> Very good.</li></ul><p><strong>Handle/Strap:</strong> Creases on leather, with slight signs of wear on adjustment holes.<p><strong>Hardware:</strong> Very good, with light scratches.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95469,360,,Pearl,Tiffany & Co. Sprinkle By The Yard Necklace,Tiffany & Co Elsa Peretti Diamonds & Pearl sprinkle by The Yard necklace. With 6 round Natural Diamonds totalling approximately 0.60ct (Estimated grading: F-G VS) and 3 dark grey Cultured Pearls of approximately 8mm - 9mm. Platinum 950. Length: 41cm. Weight: 5.2g. With Certificate #421579. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95469-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_1-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_2-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_20-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_3-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_4-tiffany---co.-sprinkle-by-the-yard-necklace.jpg|https://www.solditonline.com.au/catalogue/images/2021/95469_5-tiffany---co.-sprinkle-by-the-yard-necklace.jpg,4100,4500,1500,,,,4100,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace,,,,,,Diamond,,0.6,0.5 - 0.99,,,Platinum,,8 - 9,Branded,,Mitchells Jewellery Valuations,Pre-owned,Tiffany & Co,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97200,361,,Topaz,"7.42ct Topaz, Garnet & Diamond Earrings","Topaz, Garnet & Diamond clip-on earrings (for pierced ears) with 8 oval shape buff top Natural Blue Topaz totalling 7.42ct, 8 round Natural Rhodolite Garnets totalling 1.17ct and round Natural Diamonds totalling 0.30ct (Estimated grading: G-H SI). Size: 2.2cm x 2.2cm. 18ct white gold. Weight: 17.9g. With Certificate #421824. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/97200-7.42ct-topaz--garnet---diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97200_1-7.42ct-topaz--garnet---diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97200_2-7.42ct-topaz--garnet---diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97200_20-7.42ct-topaz--garnet---diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97200_3-7.42ct-topaz--garnet---diamond-earrings.jpg,3800,4200,1400,,,,3800,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Oval,7.42,,Diamond,,0.3,0 - 0.49,5 - 9.99,18,White Gold,,,,,Mitchells Jewellery Valuations,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
87907,362,,Diamond,2.01ct Diamond Solitaire Ring GIA E SI2,Diamond solitaire ring with centre pear shape natural Diamond of 2.01ct (with GIA report graded as E SI2 #3485983666) with surround round Natural diamonds totalling 0.39ct (Estimate grading: G-H SI). Platinum - 950. Ring size K. Band width: 2.3mm - 2.2mm. Weight: 7.1g With Valuation Certificate #419916. (New),,https://www.solditonline.com.au/catalogue/images/2021/87907-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_1-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_19-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_2-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_20-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_3-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_4-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_5-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg|https://www.solditonline.com.au/catalogue/images/2021/87907_7-2.01ct-diamond-solitaire-ring-gia-e-si2.jpg,14000,15000,4900,,,,14000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,E,SI2,Pear,2.01,Engagement,Diamond,,0.39,2 - 2.99,,,Platinum,,,,,GIA,New, ,https://www.youtube.com/watch?v=_N5HcY05l2g,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
